English Province,Farsi Province,English City,Farsi City
Sistan and Baluchestan,سیستان و بلوچستان,Suran,سوران
Sistan and Baluchestan,سیستان و بلوچستان,Zabol,زابل
Sistan and Baluchestan,سیستان و بلوچستان,Zaboli,زابلي
Sistan and Baluchestan,سیستان و بلوچستان,Zahedan,زاهدان
Sistan and Baluchestan,سیستان و بلوچستان,Zarabad,زرآباد
Sistan and Baluchestan,سیستان و بلوچستان,Zehak,زهك
Tehran,تهران,Abali,آبعلي
Tehran,تهران,Absard,آبسرد
Tehran,تهران,Andisheh,انديشه
Tehran,تهران,Arjomand,ارجمند
Tehran,تهران,Baghestan,باغستان
Tehran,تهران,Baqershahr,باقرشهر
Tehran,تهران,Bumahen,بومهن
Tehran,تهران,Chahardangeh,چهاردانگه
Tehran,تهران,Damavand,دماوند
Tehran,تهران,Eslamshahr,اسلام‌شهر
Tehran,تهران,Fesham,فشم
Tehran,تهران,Ferdowsieh,فردوسيه
Tehran,تهران,Ferunabad,فرون اباد
Tehran,تهران,Firuzkuh,فيروزكوه
Tehran,تهران,Golestan,گلستان
Tehran,تهران,Hasanabad,حسن آباد
Tehran,تهران,Javadabad,جوادآباد
Tehran,تهران,Kahrizak,كهريزك
Tehran,تهران,Kilan,كيلان
Tehran,تهران,Lavasan,لواسان
Tehran,تهران,Malard,ملارد
Tehran,تهران,Nasim Shahr,نسيم شهر
Tehran,تهران,Nasirabad,نصيرآباد
Tehran,تهران,Pakdasht,پاكدشت
Tehran,تهران,Pardis,پرديس
Tehran,تهران,Pishva,پيشوا
Tehran,تهران,Qarchak,قرچك
Tehran,تهران,Qods,قدس
Tehran,تهران,Robatkarim,رباطكريم
Tehran,تهران,Rudehen,رودهن
Tehran,تهران,Sabashahr,صباشهر
Tehran,تهران,Safadasht,صفادشت
Tehran,تهران,Salehabad,صالح آباد
Tehran,تهران,Shahedshahr,شاهدشهر
Tehran,تهران,Shahriar,شهریار
Tehran,تهران,Sharifabad,شريف آباد
Tehran,تهران,Tehran,تهران
Tehran,تهران,Vahidieh,وحيديه
Tehran,تهران,Varamin,ورامين
Yazd,یزد,Abarkuh,ابركوه
Yazd,یزد,Ahmadabad,احمدآباد
Yazd,یزد,Aqda,عقدا
Yazd,یزد,Ardakan,اردكان
Yazd,یزد,Ashkezar,اشكذر
Yazd,یزد,Bafq,بافق
Yazd,یزد,Bafruiyeh,بفروئيه
Yazd,یزد,Behabad,بهاباد
Yazd,یزد,Hamidiya,حميديا
Yazd,یزد,Herat,هرات
Yazd,یزد,Khezrabad,خضرآباد
Yazd,یزد,Marvast,مروست
Yazd,یزد,Mehrdasht,مهردشت
Yazd,یزد,Mehriz,مهريز
Yazd,یزد,Meybod,ميبد
Yazd,یزد,Nadushan,ندوشن
Yazd,یزد,Nir,نير
Yazd,یزد,Shahediyeh,شاهديه
Yazd,یزد,Taft,تفت
Yazd,یزد,Yazd,یزد
Yazd,یزد,Zarach,زارچ
Zanjan,زنجان,Āb Bar [Ab Bar],آب بر
Zanjan,زنجان,Abhar,ابهر
Zanjan,زنجان,Armaghankhaneh,ارمغانخانه
Zanjan,زنجان,Chavarzaq,چورزق
Zanjan,زنجان,Dandi,دندئ
Zanjan,زنجان,Garmab,گرماب
Zanjan,زنجان,Halab,حلب
Zanjan,زنجان,Hidaj,هيدج
Zanjan,زنجان,Khorramdarreh,خرمدره
Zanjan,زنجان,Mah Neshan,ماه نشان
Zanjan,زنجان,Qeydar,قيدار
Zanjan,زنجان,Sain Qaleh,صائين قلعه
Zanjan,زنجان,Sohrevard,سهرورد
Zanjan,زنجان,Sojas,سجاس
Zanjan,زنجان,Soltaniyeh,سلطانيه
Zanjan,زنجان,Zanjan,زنجان
Zanjan,زنجان,Zarrinabad,زرين آباد
Zanjan,زنجان,Zarrin Rud,زرين رود
